Setup	Class	Attack	Avg (m)	Root Motion (m)	Attack Extension (m)	Estimated Startup (ms)	Estimated Startup (frames @ 30fps)	Speed to Active (m/s)	Min (m)	Max (m)	SD	Sample Size	Notes	Frame Data
Star-Lined Sword	Katana	2h Rolling R1	3.797	2.237	1.561	410	13	9.26	3.797	3.797	0	3	Weapons: 2520000	a029_032300
Star-Lined Sword	Katana	2h Charged R2 1	4.363	2.387	1.976	1336	41	3.27	4.363	4.363	0	3	Weapons: 2520000	a029_032500
Star-Lined Sword	Katana	2h R2 1 Release	4.1	2.205	1.895	716	22	5.73	4.093	4.118	0.011	4	Weapons: 2520000	a029_032505
Star-Lined Sword	Katana	a904_040000	7.102	4.022	3.08	612	19	11.61	7.096	7.113	0.003	18	Weapons: 2520000	a904_040000
Star-Lined Sword	Katana	a953_040000	6.641	4.473	2.168	1256	38	5.29	6.641	6.641	0	1	Weapons: 2520000	a953_040000
Star-Lined Sword	Katana	a904_040010	10.778	6.552	4.225	550	17	19.6	10.725	10.843	0.037	10	Weapons: 2520000	a904_040010
Star-Lined Sword	Katana	a953_040010	5.121	3.046	2.075	1256	38	4.08	5.121	5.121	0	1	Weapons: 2520000	a953_040010
Star-Lined Sword	Katana	a904_040020	9.627	3.625	6.002	641	20	15.02	9.622	9.632	0.004	7	Weapons: 2520000	a904_040020
Carian Sorcery Sword	Thrusting Sword	1h R1 1	4.02	1.928	2.092	461	14	8.72	4.018	4.032	0.005	7	Weapons: 2530000	a027_030000
Carian Sorcery Sword	Thrusting Sword	1h Running R1	5.863	4.217	1.646	392	12	14.96	5.849	5.882	0.014	4	Weapons: 2530000	a027_030200
Carian Sorcery Sword	Thrusting Sword	1h Crouch R1	3.585	1.842	1.742	417	13	8.6	3.566	3.595	0.007	11	Weapons: 2530000	a027_030310
Carian Sorcery Sword	Thrusting Sword	2h R1 1	4.083	1.897	2.186	439	14	9.3	4.08	4.085	0.001	29	Weapons: 2530000	a027_032000
Carian Sorcery Sword	Thrusting Sword	2h R1 2	3.065	0.98	2.086	387	12	7.92	3.056	3.075	0.006	11	Weapons: 2530000	a027_032010
Carian Sorcery Sword	Thrusting Sword	2h R1 3	3.04	0.854	2.185	400	13	7.6	2.981	3.09	0.048	5	Weapons: 2530000	a027_032020
Carian Sorcery Sword	Thrusting Sword	2h R1 4	2.95	0.898	2.052	345	11	8.55	2.944	2.955	0.004	5	Weapons: 2530000	a027_032030
Carian Sorcery Sword	Thrusting Sword	2h R1 5	3.121	1.234	1.887	313	10	9.97	3.097	3.138	0.013	5	Weapons: 2530000	a027_032040
Carian Sorcery Sword	Thrusting Sword	2h R1 6	3.407	1.456	1.951	379	12	8.99	3.389	3.43	0.019	5	Weapons: 2530000	a027_032050
Carian Sorcery Sword	Thrusting Sword	2h Running R1	5.983	30.492		487	15		5.866	6.035	0.056	10	Weapons: 2530000	a027_032200
Carian Sorcery Sword	Thrusting Sword	2h Crouch R1	3.781	1.938	1.843	386	12	9.79	3.77	3.793	0.008	12	Weapons: 2530000	a027_032310
Carian Sorcery Sword	Thrusting Sword	Offhand L1 1	3.9	14.031		415	13		3.884	3.931	0.015	36	Weapons: 2530000	a027_035000
Carian Sorcery Sword	Thrusting Sword	Impaling Thrust - Light Weapon Thrust	6.074			638	20		6.059	6.076	0.005	12	Weapons: 2530000	a601_040000
Stone-Sheathed Sword	Straight Sword	1h R1 1	3.918	1.76	2.158	432	13	9.07	3.911	3.923	0.002	51	Weapons: 2540000	a023_030000
Stone-Sheathed Sword	Straight Sword	1h R1 2	2.966	0.969	1.997	419	13	7.08	2.965	2.967	0.001	9	Weapons: 2540000	a023_030010
Stone-Sheathed Sword	Straight Sword	1h Running R1	5.169	3.858	1.311	457	14	11.31	5.105	5.235	0.064	6	Weapons: 2540000	a023_030200
Stone-Sheathed Sword	Straight Sword	1h Running R2	5.644	16.79		424	13		5.615	5.672	0.023	3	Weapons: 2540000	a023_030210
Stone-Sheathed Sword	Straight Sword	1h Rolling R1	3.172	1.53	1.642	305	10	10.4	3.169	3.181	0.005	6	Weapons: 2540000	a110_030300
Stone-Sheathed Sword	Straight Sword	1h Charged R2 1	4.573	2.683	1.89	1397	42	3.27	4.554	4.582	0.013	3	Weapons: 2540000	a110_030500
Stone-Sheathed Sword	Straight Sword	1h R2 1 Release	4.194	2.063	2.131	708	22	5.92	4.191	4.204	0.006	4	Weapons: 2540000	a110_030505
Stone-Sheathed Sword	Straight Sword	2h R1 1	3.681	27.987		445	14		3.68	3.682	0.001	11	Weapons: 2540000	a023_032000
Stone-Sheathed Sword	Straight Sword	2h Running R1	5.394	3.983	1.411	552	17	9.77	5.387	5.402	0.006	3	Weapons: 2540000	a023_032200
Stone-Sheathed Sword	Straight Sword	2h Running R2	5.775	3.951	1.824	442	14	13.07	5.768	5.779	0.005	3	Weapons: 2540000	a023_032210
Stone-Sheathed Sword	Straight Sword	2h Rolling R1	3.048	1.598	1.45	317	10	9.61	3.038	3.052	0.007	3	Weapons: 2540000	a110_032300
Stone-Sheathed Sword	Straight Sword	2h Charged R2 1	4.142	2.504	1.638	1298	39	3.19	4.142	4.142	0	3	Weapons: 2540000	a023_032500
Stone-Sheathed Sword	Straight Sword	2h R2 1 Release	4.153	2.314	1.84	584	18	7.11	4.153	4.153	0	3	Weapons: 2540000	a023_032505
Stone-Sheathed Sword	Straight Sword	Offhand L1 1	3.932	1.866	2.066	467	15	8.42	3.932	3.933	0	15	Weapons: 2540000	a023_035000
Sword of Light	Straight Sword	1h R1 1	3.931	1.758	2.173	430	13	9.14	3.928	3.932	0.001	237	Weapons: 2550000	a023_030000
Sword of Light	Straight Sword	1h Running R1	5.123	3.832	1.291	387	12	13.24	5.116	5.134	0.008	5	Weapons: 2550000	a023_030200
Sword of Light	Straight Sword	1h Running R2	5.657	33.756		562	17		5.624	5.685	0.022	4	Weapons: 2550000	a023_030210
Sword of Light	Straight Sword	1h Crouch R1	4.183	1.88	2.302	351	11	11.92	4.176	4.189	0.005	24	Weapons: 2550000	a023_030310
Sword of Light	Straight Sword	1h Charged R2 1	4.489	2.312	2.177	1099	33	4.08	4.486	4.491	0.002	4	Weapons: 2550000	a023_030500
Sword of Light	Straight Sword	1h R2 1 Release	4.115	2.001	2.114	594	18	6.93	4.108	4.131	0.01	4	Weapons: 2550000	a023_030505
Sword of Light	Straight Sword	2h R1 1	3.696	1.946	1.75	443	14	8.34	3.695	3.707	0.003	14	Weapons: 2550000	a023_032000
Sword of Light	Straight Sword	2h Running R1	5.416	30.61		456	14		5.416	5.416	0	4	Weapons: 2550000	a023_032200
Sword of Light	Straight Sword	2h Running R2	5.786	3.942	1.844	513	16	11.28	5.77	5.796	0.01	4	Weapons: 2550000	a023_032210
Sword of Light	Straight Sword	2h Crouch R1	3.755	1.668	2.087	365	11	10.29	3.745	3.761	0.008	5	Weapons: 2550000	a023_032310
Sword of Light	Straight Sword	2h Charged R2 1	4.156	2.503	1.652	984	30	4.22	4.155	4.156	0	3	Weapons: 2550000	a023_032500
Sword of Light	Straight Sword	2h R2 1 Release	4.167	2.313	1.853	616	19	6.76	4.167	4.167	0	4	Weapons: 2550000	a023_032505
Sword of Light	Straight Sword	Offhand L1 1	3.945	1.866	2.079	434	14	9.09	3.939	3.95	0.002	17	Weapons: 2550000	a023_035000
Sword of Darkness	Straight Sword	1h R1 1	3.935	1.773	2.162	449	14	8.76	3.929	3.936	0.001	137	Weapons: 2560000	a023_030000
Sword of Darkness	Straight Sword	1h R1 2	2.983	0.968	2.015	433	13	6.89	2.983	2.984	0	13	Weapons: 2560000	a023_030010
Sword of Darkness	Straight Sword	1h Running R1	5.132	3.835	1.297	533	16	9.63	5.121	5.153	0.015	3	Weapons: 2560000	a023_030200
Sword of Darkness	Straight Sword	1h Running R2	5.673	16.995		581	18		5.663	5.689	0.012	3	Weapons: 2560000	a023_030210
Sword of Darkness	Straight Sword	1h Crouch R1	4.187	1.882	2.305	342	11	12.24	4.182	4.193	0.005	12	Weapons: 2560000	a023_030310
Sword of Darkness	Straight Sword	1h Charged R2 1	4.492	2.312	2.18	821	25	5.47	4.49	4.495	0.002	2	Weapons: 2560000	a023_030500
Sword of Darkness	Straight Sword	1h R2 1 Release	4.12	1.921	2.199	521	16	7.91	4.112	4.135	0.01	8	Weapons: 2560000	a023_030505
Sword of Darkness	Straight Sword	2h R1 1	3.698	27.534		410	13		3.691	3.699	0.003	14	Weapons: 2560000	a023_032000
Sword of Darkness	Straight Sword	2h Running R1	5.407	30.617		549	17		5.388	5.42	0.014	3	Weapons: 2560000	a023_032200
Sword of Darkness	Straight Sword	2h Running R2	5.781	3.941	1.84	461	14	12.54	5.768	5.794	0.011	3	Weapons: 2560000	a023_032210
Sword of Darkness	Straight Sword	2h Crouch R1	3.755	1.622	2.133	371	12	10.12	3.737	3.765	0.01	7	Weapons: 2560000	a023_032310
Sword of Darkness	Straight Sword	2h Charged R2 1	4.16	2.206	1.954	1221	37	3.41	4.159	4.161	0	8	Weapons: 2560000	a023_032500
Sword of Darkness	Straight Sword	2h R2 1 Release	4.172	2.316	1.857	665	20	6.27	4.17	4.173	0.001	7	Weapons: 2560000	a023_032505
Sword of Darkness+Sword of Light	Straight Sword	Paired L1 1	4.201	2.054	2.146	439	14	9.57	4.181	4.226	0.01	14	Weapons: 2560000 2550000	a023_034000
Sword of Darkness+Sword of Light	Straight Sword	Paired L1 2	3.063	1.023	2.041	453	14	6.76	3.054	3.074	0.006	6	Weapons: 2560000 2550000	a023_034010
Sword of Darkness+Sword of Light	Straight Sword	Paired L1 3	3.322	1.084	2.239	453	14	7.33	3.321	3.322	0	6	Weapons: 2560000 2550000	a023_034020
Sword of Darkness+Sword of Light	Straight Sword	Paired L1 4	3.506	1.585	1.921	453	14	7.74	3.496	3.522	0.008	6	Weapons: 2560000 2550000	a023_034030
Sword of Darkness+Sword of Light	Straight Sword	Paired Crouch L1	3.735	1.633	2.101	348	11	10.73	3.552	3.782	0.092	5	Weapons: 2560000 2550000	a023_034310
Sword of Darkness+Sword of Light	Straight Sword	a023_034550	5.547	3.491	2.056	133	4	41.71	5.471	5.693	0.103	3	Weapons: 2560000 2550000	a023_034550
Sword of Darkness+Sword of Light	Straight Sword	Paired Jumping L1 Landing	3.661	1.706	1.954	176	6	20.8	3.655	3.667	0.006	2	Weapons: 2560000 2550000	a023_034570
Sword of Darkness	Straight Sword	Offhand L1 1	3.948	1.858	2.089	460	14	8.58	3.929	3.95	0.006	13	Weapons: 2560000	a023_035000
Bastard Sword	Greatsword	1h R1 1	3.807	2.642	1.165	503	16	7.57	3.805	3.809	0	39	Weapons: 3000000	a025_030000
Bastard Sword	Greatsword	1h R1 2	2.905	1.343	1.562	528	16	5.5	2.905	2.905	0	1	Weapons: 3000000	a025_030010
Bastard Sword	Greatsword	1h Running R1	6.256	4.298	1.959	616	19	10.16	6.202	6.354	0.053	18	Weapons: 3000000	a025_030200
Bastard Sword	Greatsword	1h Running R2	6.485	4.487	1.999	633	19	10.25	6.468	6.503	0.01	12	Weapons: 3000000	a025_030210
Bastard Sword	Greatsword	1h Rolling R1	4.152	2.2	1.952	449	14	9.25	4.146	4.168	0.007	14	Weapons: 3000000	a025_030300
Bastard Sword	Greatsword	1h Charged R2 1	5.609	3.254	2.355	1329	40	4.22	5.596	5.615	0.008	6	Weapons: 3000000	a025_030500
Bastard Sword	Greatsword	1h R2 1 Release	5.453	3.257	2.196	722	22	7.55	5.439	5.457	0.004	12	Weapons: 3000000	a025_030505
Bastard Sword	Greatsword	2h R1 1	4.158	2.491	1.667	481	15	8.65	4.147	4.16	0.003	33	Weapons: 3000000	a025_032000
Bastard Sword	Greatsword	2h R1 2	3.226				1		3.195	3.261	0.026	5	Weapons: 3000000	a025_032010
Bastard Sword	Greatsword	2h R1 3	3.039				1		3.027	3.058	0.013	5	Weapons: 3000000	a025_032020
Bastard Sword	Greatsword	2h Running R1	6.281	4.499	1.781	541	17	11.61	6.192	6.34	0.04	8	Weapons: 3000000	a025_032200
Bastard Sword	Greatsword	2h Running R2	5.877	3.831	2.046	616	19	9.54	5.774	5.942	0.064	19	Weapons: 3000000	a025_032210
Bastard Sword	Greatsword	2h Rolling R1	4.124	2.201	1.923	448	14	9.21	4.116	4.147	0.01	9	Weapons: 3000000	a025_032300
Bastard Sword	Greatsword	2h Charged R2 1	4.662	2.829	1.833	1327	40	3.51	4.653	4.689	0.01	12	Weapons: 3000000	a025_032500
Bastard Sword	Greatsword	2h R2 1 Release	4.359	2.366	1.993	639	20	6.82	4.351	4.362	0.003	11	Weapons: 3000000	a025_032505
Bastard Sword+Bastard Sword	Greatsword	Paired L1 1	4.172	1.891	2.28	599	18	6.96	4.171	4.172	0	8	Weapons: 3000000 3000000	a025_034000
Bastard Sword+Bastard Sword	Greatsword	Paired Running L1	5.798	4.287	1.511	648	20	8.95	5.78	5.828	0.02	4	Weapons: 3000000 3000000	a025_034200
Bastard Sword+Bastard Sword	Greatsword	Paired Rolling L1	5.173	2.864	2.309	536	17	9.65	5.166	5.181	0.008	4	Weapons: 3000000 3000000	a025_034300
Bastard Sword	Greatsword	Offhand L1 1	3.804	2.594	1.21	515	16	7.39	3.803	3.804	0.001	7	Weapons: 3000000	a025_035000
Bastard Sword	Greatsword	Stomp Upward Cut - Upward Cut, Stamp (Upward Cut) [2]	3.254	1.691	1.563	909	28	3.58	3.25	3.262	0.006	3	Weapons: 3000000	a606_040010
Forked Greatsword	Greatsword	1h R1 1	3.748	2.646	1.102	504	16	7.44	3.744	3.748	0.001	34	Weapons: 3010000	a025_030000
Forked Greatsword	Greatsword	1h Running R1	6.222	4.273	1.95	615	19	10.12	6.052	6.336	0.09	22	Weapons: 3010000	a025_030200
Forked Greatsword	Greatsword	1h Running R2	6.414	4.5	1.914	631	19	10.16	6.395	6.431	0.008	15	Weapons: 3010000	a025_030210
Forked Greatsword	Greatsword	1h Rolling R1	4.091	2.208	1.883	448	14	9.13	4.066	4.103	0.01	11	Weapons: 3010000	a025_030300
Forked Greatsword	Greatsword	1h Charged R2 1	5.554	3.279	2.275	1232	37	4.51	5.55	5.555	0.002	9	Weapons: 3010000	a025_030500
Forked Greatsword	Greatsword	1h R2 1 Release	5.394	3.257	2.137	720	22	7.49	5.385	5.398	0.004	11	Weapons: 3010000	a025_030505
Forked Greatsword	Greatsword	2h R1 1	4.101	2.49	1.612	500	16	8.2	4.097	4.102	0.001	34	Weapons: 3010000	a025_032000
Forked Greatsword	Greatsword	2h Running R1	6.211	4.481	1.73	581	18	10.69	6.172	6.238	0.019	14	Weapons: 3010000	a025_032200
Forked Greatsword	Greatsword	2h Running R2	5.701	3.818	1.883	617	19	9.24	5.675	5.716	0.012	14	Weapons: 3010000	a025_032210
Forked Greatsword	Greatsword	2h Rolling R1	4.063	2.204	1.86	451	14	9.01	4.05	4.074	0.006	16	Weapons: 3010000	a025_032300
Forked Greatsword	Greatsword	2h Charged R2 1	4.608	2.836	1.772	1331	40	3.46	4.594	4.648	0.018	10	Weapons: 3010000	a025_032500
Forked Greatsword	Greatsword	2h R2 1 Release	4.304	2.365	1.939	651	20	6.61	4.302	4.304	0.001	7	Weapons: 3010000	a025_032505
Forked Greatsword+Forked Greatsword	Greatsword	Paired L1 1	4.111	1.891	2.22	600	19	6.85	4.105	4.112	0.002	8	Weapons: 3010000 3010000	a025_034000
Forked Greatsword+Forked Greatsword	Greatsword	Paired Running L1	5.746	4.283	1.464	647	20	8.88	5.728	5.755	0.011	4	Weapons: 3010000 3010000	a025_034200
Forked Greatsword+Forked Greatsword	Greatsword	Paired Rolling L1	5.124	2.873	2.251	535	17	9.58	5.107	5.143	0.013	4	Weapons: 3010000 3010000	a025_034300
Forked Greatsword	Greatsword	Offhand L1 1	3.745	2.589	1.156	513	16	7.3	3.745	3.745	0	6	Weapons: 3010000	a025_035000
Forked Greatsword	Greatsword	Stomp Upward Cut - Upward Cut, Stamp (Upward Cut) [2]	3.124	1.719	1.405	900	28	3.47	3.025	3.223	0.099	2	Weapons: 3010000	a606_040010
Iron Greatsword	Greatsword	1h R1 1	3.81	2.641	1.169	483	15	7.89	3.794	3.812	0.005	48	Weapons: 3020000	a025_030000
Iron Greatsword	Greatsword	1h R1 2	2.955				1		2.936	2.968	0.013	3	Weapons: 3020000	a025_030010
Iron Greatsword	Greatsword	1h R1 3	2.693				1		2.693	2.693	0	3	Weapons: 3020000	a025_030020
Iron Greatsword	Greatsword	1h Running R1	6.279	4.291	1.988	616	19	10.19	6.145	6.402	0.079	21	Weapons: 3020000	a025_030200
Iron Greatsword	Greatsword	1h Running R2	6.485	4.481	2.004	632	19	10.26	6.475	6.494	0.009	11	Weapons: 3020000	a025_030210
Iron Greatsword	Greatsword	1h Rolling R1	4.158	1.903	2.255	453	14	9.18	4.149	4.177	0.01	13	Weapons: 3020000	a025_030300
Iron Greatsword	Greatsword	1h Charged R2 1	5.619	3.224	2.395	1256	38	4.47	5.619	5.619	0	5	Weapons: 3020000	a025_030500
Iron Greatsword	Greatsword	1h R2 1 Release	5.459	3.253	2.206	722	22	7.56	5.459	5.459	0	14	Weapons: 3020000	a025_030505
Iron Greatsword	Greatsword	2h R1 1	4.162	2.485	1.677	501	16	8.31	4.149	4.164	0.003	43	Weapons: 3020000	a025_032000
Iron Greatsword	Greatsword	2h Running R1	6.272	4.478	1.794	589	18	10.65	6.267	6.28	0.004	7	Weapons: 3020000	a025_032200
Iron Greatsword	Greatsword	2h Running R2	5.773	3.833	1.94	616	19	9.37	5.755	5.793	0.013	7	Weapons: 3020000	a025_032210
Iron Greatsword	Greatsword	2h Rolling R1	4.123	1.901	2.222	448	14	9.2	4.119	4.133	0.006	8	Weapons: 3020000	a025_032300
Iron Greatsword	Greatsword	2h Charged R2 1	4.662	2.796	1.866	1170	36	3.98	4.658	4.667	0.003	6	Weapons: 3020000	a025_032500
Iron Greatsword	Greatsword	2h R2 1 Release	4.363	2.364	1.999	660	20	6.61	4.362	4.365	0.001	6	Weapons: 3020000	a025_032505
Iron Greatsword+Iron Greatsword	Greatsword	Paired L1 1	4.173	1.892	2.281	605	19	6.9	4.15	4.181	0.009	8	Weapons: 3020000 3020000	a025_034000
Iron Greatsword+Iron Greatsword	Greatsword	Paired Running L1	5.804	4.294	1.51	648	20	8.96	5.788	5.811	0.009	4	Weapons: 3020000 3020000	a025_034200
Iron Greatsword+Iron Greatsword	Greatsword	Paired Rolling L1	5.185	2.862	2.324	535	17	9.69	5.171	5.199	0.01	4	Weapons: 3020000 3020000	a025_034300
Iron Greatsword	Greatsword	Offhand L1 1	3.808	2.594	1.214	519	16	7.34	3.808	3.808	0	7	Weapons: 3020000	a025_035000
Iron Greatsword	Greatsword	Stomp Upward Cut - Upward Cut, Stamp (Upward Cut) [2]	3.272	1.705	1.567	920	28	3.56	3.265	3.278	0.007	2	Weapons: 3020000	a606_040010
Lordsworn's Greatsword	Greatsword	1h R1 1	3.803	2.646	1.157	504	16	7.55	3.79	3.804	0.002	40	Weapons: 3030000	a025_030000
Lordsworn's Greatsword	Greatsword	1h Running R1	6.26	4.281	1.979	615	19	10.18	6.114	6.392	0.084	19	Weapons: 3030000	a025_030200
Lordsworn's Greatsword	Greatsword	1h Running R2	6.476	4.509	1.967	633	19	10.23	6.468	6.486	0.009	18	Weapons: 3030000	a025_030210
Lordsworn's Greatsword	Greatsword	1h Rolling R1	4.146	2.202	1.943	449	14	9.23	4.09	4.178	0.017	27	Weapons: 3030000	a025_030300
Lordsworn's Greatsword	Greatsword	1h Charged R2 1	5.612	3.279	2.333	1196	36	4.69	5.61	5.615	0.001	9	Weapons: 3030000	a025_030500
Lordsworn's Greatsword	Greatsword	1h R2 1 Release	5.446	3.255	2.191	661	20	8.24	5.426	5.451	0.009	11	Weapons: 3030000	a025_030505
Lordsworn's Greatsword	Greatsword	2h R1 1	4.155	2.504	1.651	490	15	8.48	4.14	4.157	0.004	34	Weapons: 3030000	a025_032000
Lordsworn's Greatsword	Greatsword	2h Running R1	6.281	4.501	1.78	579	18	10.85	6.23	6.339	0.025	22	Weapons: 3030000	a025_032200
Lordsworn's Greatsword	Greatsword	2h Running R2	5.763	3.824	1.939	618	19	9.33	5.748	5.786	0.012	14	Weapons: 3030000	a025_032210
Lordsworn's Greatsword	Greatsword	2h Rolling R1	4.117	2.202	1.916	428	13	9.62	4.113	4.127	0.006	16	Weapons: 3030000	a025_032300
Lordsworn's Greatsword	Greatsword	2h Charged R2 1	4.661	2.851	1.81	1242	38	3.75	4.649	4.696	0.016	12	Weapons: 3030000	a025_032500
Lordsworn's Greatsword	Greatsword	2h R2 1 Release	4.355	2.366	1.989	659	20	6.61	4.354	4.357	0.001	13	Weapons: 3030000	a025_032505
Lordsworn's Greatsword+Lordsworn's Greatsword	Greatsword	Paired L1 1	4.168	1.892	2.277	600	19	6.95	4.168	4.168	0	8	Weapons: 3030000 3030000	a025_034000
Lordsworn's Greatsword+Lordsworn's Greatsword	Greatsword	Paired Running L1	5.795	4.294	1.5	652	20	8.89	5.778	5.801	0.01	4	Weapons: 3030000 3030000	a025_034200
Lordsworn's Greatsword+Lordsworn's Greatsword	Greatsword	Paired Rolling L1	5.167	2.865	2.302	534	17	9.68	5.162	5.179	0.007	4	Weapons: 3030000 3030000	a025_034300
Lordsworn's Greatsword	Greatsword	Offhand L1 1	3.8	2.619	1.181	515	16	7.38	3.8	3.8	0	7	Weapons: 3030000	a025_035000
Lordsworn's Greatsword	Greatsword	Stomp Upward Cut - Upward Cut, Stamp (Upward Cut) [2]	3.264	1.701	1.563	906	28	3.6	3.252	3.282	0.013	3	Weapons: 3030000	a606_040010
Knight's Greatsword	Greatsword	1h R1 1	3.97	2.64	1.33	501	16	7.92	3.97	3.97	0	35	Weapons: 3040000	a025_030000
Knight's Greatsword	Greatsword	1h Running R1	6.463	4.294	2.169	627	19	10.31	6.36	6.549	0.074	20	Weapons: 3040000	a025_030200
Knight's Greatsword	Greatsword	1h Running R2	6.634	4.476	2.157	625	19	10.61	6.601	6.659	0.017	11	Weapons: 3040000	a025_030210
Knight's Greatsword	Greatsword	1h Running R2	6.832	4.954	1.878	704	22	9.7	6.832	6.832	0	1	Weapons: 3040000	a035_030210
Knight's Greatsword	Greatsword	1h Rolling R1	4.29	1.904	2.386	449	14	9.55	4.241	4.304	0.018	13	Weapons: 3040000	a025_030300
Knight's Greatsword	Greatsword	1h Charged R2 1	5.775	3.225	2.55	1335	41	4.33	5.773	5.776	0.001	5	Weapons: 3040000	a025_030500
Knight's Greatsword	Greatsword	1h R2 1 Release	5.618	3.255	2.363	712	22	7.89	5.617	5.618	0	13	Weapons: 3040000	a025_030505
Knight's Greatsword	Greatsword	2h R1 1	4.32	1.926	2.393	549	17	7.87	4.295	4.357	0.009	42	Weapons: 3040000	a128_032000
Knight's Greatsword	Greatsword	2h Running R1	6.578	4.276	2.302	584	18	11.26	6.512	6.613	0.032	24	Weapons: 3040000	a025_032200
Knight's Greatsword	Greatsword	2h Running R2	6.019	3.942	2.077	630	19	9.55	5.915	6.107	0.062	22	Weapons: 3040000	a025_032210
Knight's Greatsword	Greatsword	2h Rolling R1	4.263	2.403	1.86	448	14	9.52	4.256	4.271	0.007	14	Weapons: 3040000	a025_032300
Knight's Greatsword	Greatsword	2h Charged R2 1	4.815	2.863	1.953	1303	40	3.7	4.806	4.825	0.008	12	Weapons: 3040000	a025_032500
Knight's Greatsword	Greatsword	2h R2 1 Release	4.522	2.366	2.155	645	20	7.01	4.518	4.562	0.01	18	Weapons: 3040000	a025_032505
Knight's Greatsword+Knight's Greatsword	Greatsword	Paired L1 1	4.328	1.892	2.435	603	19	7.18	4.311	4.334	0.009	9	Weapons: 3040000 3040000	a025_034000
Knight's Greatsword+Knight's Greatsword	Greatsword	Paired Running L1	5.972	4.302	1.67	656	20	9.1	5.959	5.988	0.013	4	Weapons: 3040000 3040000	a025_034200
Knight's Greatsword+Knight's Greatsword	Greatsword	Paired Rolling L1	5.335	2.865	2.47	533	16	10.01	5.327	5.343	0.008	4	Weapons: 3040000 3040000	a025_034300
Knight's Greatsword	Greatsword	Offhand L1 1	3.967	2.589	1.378	513	16	7.73	3.967	3.967	0	6	Weapons: 3040000	a025_035000
Knight's Greatsword	Greatsword	Stomp Upward Cut - Upward Cut, Stamp (Upward Cut) [2]	3.407	1.701	1.706	900	28	3.79	3.404	3.41	0.003	2	Weapons: 3040000	a606_040010
Flamberge	Greatsword	1h R1 1	3.911	2.647	1.264	496	15	7.89	3.882	3.916	0.005	38	Weapons: 3050000	a025_030000
Flamberge	Greatsword	1h Running R1	6.402	4.287	2.115	620	19	10.33	6.289	6.49	0.073	21	Weapons: 3050000	a025_030200
Flamberge	Greatsword	1h Running R2	6.586	4.51	2.076	633	19	10.4	6.573	6.608	0.01	19	Weapons: 3050000	a025_030210
Flamberge	Greatsword	1h Rolling R1	4.243	2.202	2.041	468	15	9.07	4.229	4.263	0.009	11	Weapons: 3050000	a025_030300
Flamberge	Greatsword	1h Charged R2 1	4.925	2.628	2.297	1428	43	3.45	4.923	4.93	0.002	9	Weapons: 3050000	a126_030500
Flamberge	Greatsword	1h R2 1 Release	4.67	2.401	2.268	666	20	7.01	4.644	4.676	0.012	14	Weapons: 3050000	a126_030505
Flamberge	Greatsword	2h R1 1	4.254	2.529	1.725	501	16	8.49	4.236	4.257	0.005	31	Weapons: 3050000	a025_032000
Flamberge	Greatsword	2h Running R1	6.373	4.482	1.891	589	18	10.82	6.286	6.418	0.032	14	Weapons: 3050000	a025_032200
Flamberge	Greatsword	2h Running R2	5.859	3.82	2.039	631	19	9.29	5.82	5.887	0.02	14	Weapons: 3050000	a025_032210
Flamberge	Greatsword	2h Rolling R1	4.213	2.205	2.008	450	14	9.36	4.207	4.221	0.006	14	Weapons: 3050000	a025_032300
